epoch,age_output_loss,age_output_mean_absolute_error,gender_output_acc,gender_output_loss,loss,race_output_acc,race_output_loss,val_age_output_loss,val_age_output_mean_absolute_error,val_gender_output_acc,val_gender_output_loss,val_loss,val_race_output_acc,val_race_output_loss
0,0.11254477450573766,0.2890530243717335,0.48104940878378377,8.260373679367271,11.618867809708053,0.39833192567567566,2.088936392922659,0.11354165861051377,0.2873335635825379,0.4837328767123288,8.230529066634505,10.6571319527822,0.4058219178082192,1.4663464075898471
1,0.10938516022587144,0.28469118063111565,0.48374155405405406,8.230390729130926,10.517083744744998,0.43533572635135137,1.3786151300410967,0.10639705110902656,0.2821080064120358,0.4730308219178082,8.401145321049102,10.756633392752033,0.4244434931506849,1.4284625314686397
2,0.1154213852022548,0.2917926973990492,0.47265625,8.407116889953613,10.5988099188418,0.46642736486486486,1.3072334930703446,0.11214611230239477,0.2879480139849937,0.4501284246575342,8.766264105496342,11.077028744841275,0.4267979452054795,1.3909815435540187
3,0.11782951962605522,0.2937850059085601,0.47941300675675674,8.299398087166452,10.46889172051404,0.4904983108108108,1.2892230616228,0.11417049894185916,0.2894278487114057,0.4818065068493151,8.261239992429132,10.544171281056862,0.4156678082191781,1.3697269093500424
4,0.1105510627448156,0.28352253637402447,0.4721283783783784,8.41553242142136,10.511276850829253,0.5116131756756757,1.2497615167820775,0.1074946472701961,0.28329261647511833,0.4858732876712329,8.196405815751586,10.525778104181159,0.4205907534246575,1.4095886553803536
5,0.109288824898367,0.2841783347162041,0.47719594594594594,8.334743319330988,10.418220083455783,0.5233847128378378,1.2432660692044206,0.10673347676861776,0.2793439271515363,0.4790239726027397,8.305600218576927,10.587456637865877,0.4208047945205479,1.3789262314365334
6,0.11180276232394012,0.2882333784490018,0.47941300675675674,8.299398087166452,10.34918228355614,0.5254961993243243,1.217452468702922,0.11370312596020633,0.2875568291095838,0.4845890410958904,8.216879766281338,10.475309698549035,0.4516267123287671,1.3540158206469393
7,0.10934536586943511,0.28466569491334864,0.48426942567567566,8.221975197663179,10.231579422950745,0.5337309966216216,1.1939423287639748,0.10613244098343261,0.28271138055683814,0.4717465753424658,8.421619271578853,10.725638507163687,0.3891267123287671,1.3945028602260432
8,0.11524382042320999,0.2915635215672287,0.4736064189189189,8.391968933311668,10.3958573180276,0.5440244932432432,1.1822671626467962,0.11223650999265174,0.28749225278423257,0.4492722602739726,8.77991340584951,11.12727912484783,0.4053938356164384,1.4152618238370713
9,0.11738730101166545,0.29348388424999006,0.4775126689189189,8.32969400045034,10.351321706900725,0.5398543074324325,1.191235391272081,0.11497269162576493,0.2903301434157646,0.4835188356164384,8.233941391722796,10.456505762387629,0.4833047945205479,1.328412745096912
10,0.11044704627144981,0.28347434113557274,0.4730785472972973,8.400384464779416,10.37318666883417,0.5525232263513513,1.1679387469146703,0.10770693992915219,0.2837797411500591,0.4800941780821918,8.288538593135469,10.6142852730947,0.3636558219178082,1.4068884229006833
11,0.10877492233506732,0.28347707197472855,0.47687922297297297,8.339792638211637,10.295726879222974,0.5558488175675675,1.1589229276051392,0.10663489017584553,0.2786575221035579,0.4830907534246575,8.24076604189938,10.542218090736704,0.382277397260274,1.392121481568846
12,0.11213019434866067,0.28864748232268,0.4797297297297297,8.294348768285802,10.215665939691904,0.568676097972973,1.1313711912245363,0.11363003474392303,0.2885735243150633,0.4860873287671233,8.192993490663293,10.428442027470837,0.4248715753424658,1.3387923077361223
13,0.1088335700836536,0.2840568221904136,0.484375,8.220292091369629,10.12232431366637,0.5674619932432432,1.1229100420668319,0.10642555294788048,0.28239585724595473,0.4711044520547945,8.43185624684373,10.70377608521344,0.386986301369863,1.3727124161916235
14,0.11569914936616614,0.29216238030710734,0.47381756756756754,8.38860272072457,10.283969357207015,0.5787056587837838,1.1093122367117856,0.1126416705242575,0.2886454891668607,0.445847602739726,8.83451060726218,11.221217900106351,0.3478167808219178,1.4409493354901874
15,0.11749914515058736,0.2936813776960244,0.4773015202702703,8.33306021303744,10.280231103703782,0.564136402027027,1.1414483795697625,0.1139703633850568,0.28836132973840795,0.4886558219178082,8.152045589603789,10.502096959989364,0.3480308219178082,1.4147404481286872
16,0.11046831717563642,0.28356262296438217,0.4736064189189189,8.391968933311668,10.280931562990755,0.5754328547297297,1.1120173397499162,0.10779215119881173,0.2843978805084751,0.4781678082191781,8.319249518930096,10.648659431771057,0.3687928082191781,1.4092170930888555
17,0.10850707854370813,0.2829291796362078,0.47687922297297297,8.339792638211637,10.213089121354592,0.5752744932432432,1.1041882318016645,0.10678862780332565,0.2784637767974644,0.4798801369863014,8.29195091822376,10.563072766343208,0.4428510273972603,1.3716963105005762
18,0.11209723343317574,0.2887321268585888,0.4783572635135135,8.316229150101945,10.167568139127782,0.588207347972973,1.0847630245057311,0.11368416617177937,0.287973844025233,0.4873715753424658,8.17251954013354,10.414865624414732,0.4415667808219178,1.3433184950319055
19,0.1090264061113467,0.2842497656474242,0.4847972972972973,8.213559666195431,10.05812417977565,0.5808171452702703,1.0843411353794303,0.10558811279192362,0.2819031901555519,0.4728167808219178,8.404557646137395,10.625735949163568,0.4434931506849315,1.3400013724418536
